Medicine Name,Company Name,Product Code,Purchase Price,Sale Price,Store Stock,Warehouse Stock,Category,Minimum Alert Level
"Conium 30","Dr. Willmar Schwabe Germany","Shwabe",0,0,0,0,"Homeopathic Drops","1"
"Bilty expence","Clinic Internal Preparation","Clinic",0,0,0,0,"Homeopathic Drops","1"
"Globules mek","Clinic Internal Preparation","Clinic",0,0,0,0,"Homeopathic Drops","1"
"Ginsing cap","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","1"
"PTK 31","Dr. Willmar Schwabe Germany","Shwabe",0,0,0,0,"Homeopathic Drops","1"
"Stapysagria 30","W.S. Laboratories","WShah",0,0,0,0,"Homeopathic Drops","1"
"Cholesterinum 30","Kent Homoeopathic Pharmacy","Kent",0,0,0,0,"Homeopathic Drops","1"
"Crotulus 200","Dr. Willmar Schwabe Germany","Shwabe",0,0,0,0,"Homeopathic Drops","1"
"cr","shwbe Pharma","shwbe",0,0,0,0,"Homeopathic Drops","1"
"Bryonia Alba 30","Dr. Willmar Schwabe Germany","Shwabe",0,0,0,0,"Homeopathic Drops","1"
"Bio4","Dr. Willmar Schwabe Germany","Shwabe",0,0,0,0,"Homeopathic Drops","1"
"Millifolium Q","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","1"
"Goli","Clinic Internal Preparation","Clinic",0,0,0,0,"Homeopathic Drops","2"
"Cholesteriuum 30","Dr. Willmar Schwabe Germany","Shwabe",0,0,0,0,"Homeopathic Drops","1"
"Cina 30","Dr. Willmar Schwabe Germany","Shwabe",0,0,0,0,"Homeopathic Drops","1"
"Nat sulf 200","Masood Homoeopathic Pharma","MASOD",0,0,0,0,"Homeopathic Drops","1"
"Ferrum Met 30","Masood Homoeopathic Pharma","MASOD",0,0,0,0,"Homeopathic Drops","1"
"Alfalfa","Dr. Willmar Schwabe Germany","Shwabe",0,0,0,0,"Homeopathic Drops","1"
"Hycosymus 200","Kent Homoeopathic Pharmacy","Kent",0,0,0,0,"Homeopathic Drops","1"
"Alonux tab","Clinic Internal Preparation","Clinic",0,0,0,0,"Homeopathic Drops","3"
"Petroleum Gel","Clinic Internal Preparation","Clinic",0,0,0,0,"Homeopathic Drops","1"
"1 gruse  mallam Dibbi","Clinic Internal Preparation","Clinic",0,0,0,0,"Homeopathic Drops","1"
"20ml Droper","Clinic Internal Preparation","Clinic",0,0,0,0,"Homeopathic Drops","1"
"20ml Bottel","Clinic Internal Preparation","Clinic",0,0,0,0,"Homeopathic Drops","1"
"Empity cap 0","Clinic Internal Preparation","Clinic",0,0,0,0,"Homeopathic Drops","1"
"Belis per 30","Masood Homoeopathic Pharma","MASOD",0,0,0,0,"Homeopathic Drops","1"
"Arnica shampu 200ml","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","1"
"Teething 21 drop","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","2"
"Cydonia drop","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","1"
"Pb-2","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","4"
"Baby Flu 120ml","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","3"
"Pb-8","pbhl Pharma","pbhl",0,0,0,0,"Homeopathic Drops","2"
"30ml Q","Dr. Willmar Schwabe Germany","Shwabe",0,0,0,0,"Homeopathic Drops","1"
"Podophyllum Q","Kent Homoeopathic Pharmacy","Kent",0,0,0,0,"Homeopathic Drops","1"
"Allium cepa Q","Kent Homoeopathic Pharmacy","Kent",0,0,0,0,"Homeopathic Drops","1"
"Thyroidinum 200","Masood Homoeopathic Pharma","MASOD",0,0,0,0,"Homeopathic Drops","4"
"Thyrodinum 200","Kent Homoeopathic Pharmacy","Kent",0,0,0,0,"Homeopathic Drops","6"
"Chaledonium 200","Masood Homoeopathic Pharma","MASOD",0,0,0,0,"Homeopathic Drops","5"
"Chelidonium 200","Kent Homoeopathic Pharmacy","Kent",0,0,0,0,"Homeopathic Drops","2"
"Allergic 120Ml Syp7","hfp Pharma","hfp",0,0,0,0,"Homeopathic Drops","1"
"BioCom No ( 23","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","1"
"China off Q 30ml Kent","Kent Homoeopathic Pharmacy","Kent",0,0,0,0,"Homeopathic Drops","1"
"Tonsi Care Drops","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","1"
"joshanda 120ml","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","4"
"R 5","Dr. Reckeweg Germany","RECK",0,0,0,0,"Homeopathic Drops","1"
"Kali Phos 6X 150gm (BM)","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","1"
"Yohimbinum Q (D) 30ml","B.H.P Laboratory (PVT) LTD","BHP",0,0,0,0,"Homeopathic Drops","1"
"Baptasia 120ml","M/S Pharma","M/S",0,0,0,0,"Homeopathic Drops","4"
"Lac def 200","Masood Homoeopathic Pharma","MASOD",0,0,0,0,"Homeopathic Drops","1"
"Hydrocotyle 30","Masood Homoeopathic Pharma","MASOD",0,0,0,0,"Homeopathic Drops","1"
"Enuroplant 20ml Drops","Dr. Willmar Schwabe Germany","Shwabe",0,0,0,0,"Homeopathic Drops","1"
"Cina 30  30ml","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","1"
"Farinosa 240ml","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","1"
"Equisetum 30","Masood Homoeopathic Pharma","MASOD",0,0,0,0,"Homeopathic Drops","1"
"Salajeet cap","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","6"
"Pb-32","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","6"
"Pb-53","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","12"
"Famous beauty soap","T.S. Laboratories","T.S",0,0,0,0,"Homeopathic Drops","6"
"Ts podina green 240","T.S. Laboratories","T.S",0,0,0,0,"Homeopathic Drops","16"
"Ts podina green 120ml","T.S. Laboratories","T.S",0,0,0,0,"Homeopathic Drops","12"
"Ts podina white 240ml","T.S. Laboratories","T.S",0,0,0,0,"Homeopathic Drops","16"
"Ts podina white 120ml","T.S. Laboratories","T.S",0,0,0,0,"Homeopathic Drops","12"
"T.S Gel orignal 120ml","T.S. Laboratories","T.S",0,0,0,0,"Homeopathic Drops","12"
"H pilokit 120ml","T.S. Laboratories","T.S",0,0,0,0,"Homeopathic Drops","10"
"Cough 60ml","T.S. Laboratories","T.S",0,0,0,0,"Homeopathic Drops","180"
"Fit Cough 120ml","T.S. Laboratories","T.S",0,0,0,0,"Homeopathic Drops","12"
"Terryfit tab","T.S. Laboratories","T.S",0,0,0,0,"Homeopathic Drops","60"
"Alfalfa Tonic 240ml","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","12"
"Digi Lex 240ml","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","12"
"Renelex 240ml","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","12"
"Calcilex 240ml SYP","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","12"
"Mensobion 240ml","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","12"
"Gynolex 240ml","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","12"
"Blasmozyme 120ml","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","12"
"Moringa tab","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","12"
"Colocynthis drop","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","12"
"Fucus drop","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","12"
"Bryta carb drop","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","12"
"Cepation drop","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","12"
"Pyloron drop","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","12"
"Reni H drop","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","12"
"Diaberah drop","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","12"
"Digi Cid drop","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","12"
"Damialex drop","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","12"
"B Figa powder","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","20"
"Moschus drops 20ml","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","1"
"Pbhl","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","1"
"Alfalfa  stawberry 120ml","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","12"
"Arnica cream","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","12"
"Asthabion cap","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","6"
"Axelax drop","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","6"
"Axelax tab","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","3"
"Br Medicated cream","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","6"
"T-no","MEKTUM Homeo Pharma","MEK",0,0,0,0,"Homeopathic Drops","1"
"Alumina 200","Masood Homoeopathic Pharma","MASOD",0,0,0,0,"Homeopathic Drops","1"
"caladium seg 30","shwbe Pharma","shwbe",0,0,0,0,"Homeopathic Drops","1"
"Secale Corr 1M 30ml","Kamal Laboratories","KAMAL",0,0,0,0,"Homeopathic Drops","1"
"Merc Corr 30 30ml","B.H.P Laboratory (PVT) LTD","BHP",0,0,0,0,"Homeopathic Drops","1"
"Gold ston","Clinic Internal Preparation","Clinic",0,0,0,0,"Homeopathic Drops","1"
"Calc renilies 200","Masood Homoeopathic Pharma","MASOD",0,0,0,0,"Homeopathic Drops","1"
"Graceful cap","Clinic Internal Preparation","Clinic",0,0,0,0,"Homeopathic Drops","2"
"Helico 120ml","Armaa pvt Pharma","Armaa pvt",0,0,0,0,"supplier","200"
"Gesty drop","Armaa pvt Pharma","Armaa pvt",0,0,0,0,"Homeopathic Drops","48"
"Genko Men Tab","Armaa pvt Pharma","Armaa pvt",0,0,0,0,"Homeopathic Drops","36"
"Hydrangea Q","Dr. Willmar Schwabe Germany","Shwabe",0,0,0,0,"Homeopathic Drops","1"
"Stigmata Q","Dr. Willmar Schwabe Germany","Shwabe",0,0,0,0,"Homeopathic Drops","1"
"Sarkanda Q","Masood Homoeopathic Pharma","MASOD",0,0,0,0,"Homeopathic Drops","1"
"Mitty Chor 250ml SYP","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","3"
"Aswaganda Q","Kent Homoeopathic Pharmacy","Kent",0,0,0,0,"Homeopathic Drops","1"
"kran piles powder","MeDi Pharma","MeDi",0,0,0,0,"Homeopathic Drops","40"
"kiruwan suppliment","MeDi Pharma","MeDi",0,0,0,0,"Homeopathic Drops","8"
"piles ye cream","MeDi Pharma","MeDi",0,0,0,0,"Homeopathic Drops","35"
"Renecal drop","MeDi Pharma","MeDi",0,0,0,0,"Homeopathic Drops","11"
"Re -Jawan tilla","MeDi Pharma","MeDi",0,0,0,0,"Homeopathic Drops","12"
"super mariige cream","MeDi Pharma","MeDi",0,0,0,0,"Homeopathic Drops","10"
"Alopend oil","MeDi Pharma","MeDi",0,0,0,0,"Homeopathic Drops","36"
"83","Masood Homoeopathic Pharma","MASOD",0,0,0,0,"Homeopathic Drops","1"
"Phosphorus 200","Kent Homoeopathic Pharmacy","Kent",0,0,0,0,"Homeopathic Drops","1"
"Rheu Max RED 60ml","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","1"
"Mix","Masood Homoeopathic Pharma","MASOD",0,0,0,0,"Homeopathic Drops","1"
"Cladium seg 30","Dr. Willmar Schwabe Germany","Shwabe",0,0,0,0,"Homeopathic Drops","1"
"Tuxikid 60ml","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","6"
"Fevnol 60ml","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","12"
"Aurum net 6x","Kamal Laboratories","KAMAL",0,0,0,0,"Homeopathic Drops","1"
"Time bullet tab","Clinic Internal Preparation","Clinic",0,0,0,0,"Homeopathic Drops","2"
"Bella cap","Clinic Internal Preparation","Clinic",0,0,0,0,"Homeopathic Drops","2"
"B Coviti tab","B.H.P Laboratory (PVT) LTD","BHP",0,0,0,0,"Homeopathic Drops","2"
"livercard 120ml","Boricpharma Pharma","Boricpharma",0,0,0,0,"Homeopathic Drops","60"
"Thyrodinum dose","Clinic Internal Preparation","Clinic",0,0,0,0,"Homeopathic Drops","1"
"Uti cap","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","3"
"Ferro Mek 415Gm malt","MEKTUM Homeo Pharma","MEK",0,0,0,0,"Homeopathic Drops","6"
"Moschus 1m","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","1"
"Super gold box","Clinic Internal Preparation","Clinic",0,0,0,0,"Homeopathic Drops","4"
"Toko d 3 cream","Clinic Internal Preparation","Clinic",0,0,0,0,"Homeopathic Drops","3"
"Anti stone drop","Clinic Internal Preparation","Clinic",0,0,0,0,"Homeopathic Drops","10"
"Podophyllum 30","Dr. Willmar Schwabe Germany","Shwabe",0,0,0,0,"Homeopathic Drops","1"
"Cholesterinum 3x 150gm","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","1"
"n","Con Pharma","Con",0,0,0,0,"Homeopathic Drops","17"
"Super Wight Gainer choklate","kent Pharma","kent",0,0,0,0,"Homeopathic Drops","1"
"Aconite Nep 1m 30ml","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","10"
"Calc CARB 1m 30ml4","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","6"
"Calc iod 1m","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","5"
"Gelsemium 1m 30ml","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","10"
"Lachesis 1m 30ml","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","5"
"Thallium met 200 30ml","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","1"
"Cedron 30 30ml","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","5"
"Chelidonium Maj 3x 120ml","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","2"
"Cholesterinum 3x 120ml","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","2"
"Thallium met 30","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","5"
"Dp 13","Clinic Internal Preparation","Clinic",0,0,0,0,"Homeopathic Drops","1"
"Globiles","Clinic Internal Preparation","Clinic",0,0,0,0,"Homeopathic Drops","2"
"marter tab","Almanan Pharma","Almanan",0,0,0,0,"Homeopathic Drops","5"
"Majoon shawab-e-zafrani","Ashraf Laboratories","AK",0,0,0,0,"Homeopathic Drops","2"
"Acid Nit 200","Kent Homoeopathic Pharmacy","Kent",0,0,0,0,"Homeopathic Drops","1"
"Nat Mur 200","Masood Homoeopathic Pharma","MASOD",0,0,0,0,"Homeopathic Drops","1"
"Baryta carb 200","MEKTUM Homeo Pharma","MEK",0,0,0,0,"Homeopathic Drops","1"
"Mek","Clinic Internal Preparation","Clinic",0,0,0,0,"Homeopathic Drops","1"
"khoon safe","M/S Pharma","M/S",0,0,0,0,"Homeopathic Drops","12"
"v","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","1"
"Globiles diskittes 40no","MEKTUM Homeo Pharma","MEK",0,0,0,0,"Homeopathic Drops","1"
"Calc phos 200","Masood Homoeopathic Pharma","MASOD",0,0,0,0,"Homeopathic Drops","1"
"Calendula cream","Kent Homoeopathic Pharmacy","Kent",0,0,0,0,"Homeopathic Drops","4"
"Asculus 200","Kent Homoeopathic Pharmacy","Kent",0,0,0,0,"Homeopathic Drops","10"
"Disketts 3 Grain green round 7","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","1"
"Calendula lotion","Kent Homoeopathic Pharmacy","Kent",0,0,0,0,"Homeopathic Drops","2"
"Cemicifuga 200","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","1"
"ZM -9","ZAM ZAM Homoeo Pharma","ZAM ZAM",0,0,0,0,"Homeopathic Drops","1"
"fraxinus amercina Q","shwbe Pharma","shwbe",0,0,0,0,"Homeopathic Drops","1"
"Calc flour 6x","Kent Homoeopathic Pharmacy","Kent",0,0,0,0,"Homeopathic Drops","2"
"T-164","MEKTUM Homeo Pharma","MEK",0,0,0,0,"Homeopathic Drops","1"
"file payment","Ashraf Laboratories","AK",0,0,0,0,"Homeopathic Drops","1"
"Passiflor Q","W.S. Laboratories","WShah",0,0,0,0,"Homeopathic Drops","1"
"Passiflor Q (D)","W.S. Laboratories","WShah",0,0,0,0,"Homeopathic Drops","1"
"Pyrolium 200","B.H.P Laboratory (PVT) LTD","BHP",0,0,0,0,"Homeopathic Drops","1"
"Sulfur 200","Kent Homoeopathic Pharmacy","Kent",0,0,0,0,"Homeopathic Drops","1"
"oncce more cap","Clinic Internal Preparation","Clinic",0,0,0,0,"Homeopathic Drops","2"
"doudee drop","SK Pharma","SK",0,0,0,0,"Homeopathic Drops","3"
"Mother Tincher 20ml","Dr. Willmar Schwabe Germany","Shwabe",0,0,0,0,"Homeopathic Drops","3"
"China Q","Dr. Willmar Schwabe Germany","Shwabe",0,0,0,0,"Homeopathic Drops","1"
"Gossipium Q","Dr. Willmar Schwabe Germany","Shwabe",0,0,0,0,"Homeopathic Drops","1"
"Conium 1M","Dr. Willmar Schwabe Germany","Shwabe",0,0,0,0,"Homeopathic Drops","1"
"Lycopodium CM","Dr. Willmar Schwabe Germany","Shwabe",0,0,0,0,"Homeopathic Drops","1"
"Oleum jac 200 30ml","Masood Homoeopathic Pharma","MASOD",0,0,0,0,"Homeopathic Drops","1"
"","SK Pharma","SK",0,0,0,0,"Homeopathic Drops","1"
"Gastric Plus jar","Kent Homoeopathic Pharmacy","Kent",0,0,0,0,"Homeopathic Drops","1"
"R 63","Dr. Reckeweg Germany","RECK",0,0,0,0,"Homeopathic Drops","1"
"Lac defioratum 200","Kent Homoeopathic Pharmacy","Kent",0,0,0,0,"Homeopathic Drops","1"
"Gingko biloba Q","Dr. Willmar Schwabe Germany","Shwabe",0,0,0,0,"Homeopathic Drops","1"
"Cholex tab","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","12"
"Cratelex tab","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","12"
"Defrol tab","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","12"
"Dologin tab","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","12"
"Emono tab","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","12"
"Enuro tab","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","12"
"Femiton tab","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","12"
"ONO Plus tab","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","12"
"Spondylex tab","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","12"
"Uritox tab","BLOSSOM Homeo Labs","BL",0,0,0,0,"Homeopathic Drops","12"
"yellow star tab","Clinic Internal Preparation","Clinic",0,0,0,0,"Homeopathic Drops","24"
"Mar","Clinic Internal Preparation","Clinic",0,0,0,0,"Homeopathic Drops","1"
"Piles Off 120ml","M/S Pharma","M/S",0,0,0,0,"Homeopathic Drops","1"
"AloeVera Calendula Cream 150g","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","1"
"Hypricum 200","B.H.P Laboratory (PVT) LTD","BHP",0,0,0,0,"Homeopathic Drops","1"
"UTI syp 120ml","M/S Pharma","M/S",0,0,0,0,"Homeopathic Drops","1"
"Stapysagia 200","Masood Homoeopathic Pharma","MASOD",0,0,0,0,"Homeopathic Drops","1"
"R 13","Dr. Reckeweg Germany","RECK",0,0,0,0,"Homeopathic Drops","1"
"Casticum 30 (MASOD)","Masood Homoeopathic Pharma","MASOD",0,0,0,0,"Homeopathic Drops","1"
"Calca carb 200","Kamal Laboratories","KAMAL",0,0,0,0,"Homeopathic Drops","1"
"Spevol tab","Paul Brooks Homoeo Lab","PBHL",0,0,0,0,"Homeopathic Drops","1"
"Dhamasa Q","B.H.P Laboratory (PVT) LTD","BHP",0,0,0,0,"Homeopathic Drops","1"
"R 2","Dr. Reckeweg Germany","RECK",0,0,0,0,"Homeopathic Drops","1"
"Bio # 17 (Shwabe)","Dr. Willmar Schwabe Germany","Shwabe",0,0,0,0,"Homeopathic Drops","1"
"Opium 30","Dr. Willmar Schwabe Germany","Shwabe",0,0,0,0,"Homeopathic Drops","2"
"Ginkgo Sf 250ml","Kent Homoeopathic Pharmacy","Kent",0,0,0,0,"Homeopathic Drops","3"
"Cuprum ars 30","Dr. Willmar Schwabe Germany","Shwabe",0,0,0,0,"Homeopathic Drops","1"
"Aelserum 30","Dr. Reckeweg Germany","RECK",0,0,0,0,"Homeopathic Drops","1"
"Cladium 1M","Masood Homoeopathic Pharma","MASOD",0,0,0,0,"Homeopathic Drops","1"
"Nerve and bond linment","Kent Homoeopathic Pharmacy","Kent",0,0,0,0,"Homeopathic Drops","1"
"Causticum 30","Masood Homoeopathic Pharma","MASOD",0,0,0,0,"Homeopathic Drops","1"
"Teucream Mar 30","Masood Homoeopathic Pharma","MASOD",0,0,0,0,"Homeopathic Drops","1"
"Globiles 50no","MEKTUM Homeo Pharma","MEK",0,0,0,0,"Homeopathic Drops","1"
"S.B majoon","Clinic Internal Preparation","Clinic",0,0,0,0,"Homeopathic Drops","1"
"113","GHR Homoeo Pharma","GHR",0,0,0,0,"Homeopathic Drops","1"
"Silajit syp 120","Masood Homoeopathic Pharma","MASOD",0,0,0,0,"Homeopathic Drops","1"
"Caledumed  creem","Dr. Willmar Schwabe Germany","Shwabe",0,0,0,0,"Homeopathic Drops","1"
"Caledula cream","Dr. Willmar Schwabe Germany","Shwabe",0,0,0,0,"Homeopathic Drops","1"
"Ustilago maidis Q","BM Pvt LTD","BM",0,0,0,0,"Homeopathic Drops","1"
"Duncap","Almanan Pharma","Almanan",0,0,0,0,"Homeopathic Drops","1"
"Passiflora Q ( D)","MEKTUM Homeo Pharma","MEK",0,0,0,0,"Homeopathic Drops","1"
"Lycopodium 200","Kamal Laboratories","KAMAL",0,0,0,0,"Homeopathic Drops","1"
"R 42","Dr. Reckeweg Germany","RECK",0,0,0,0,"Homeopathic Drops","1"
"R42","Dr. Reckeweg Germany","RECK",0,0,0,0,"Homeopathic Drops","1"
"Aloes 30 30ml","Masood Homoeopathic Pharma","MASOD",0,0,0,0,"Homeopathic Drops","1"
"R 88","Dr. Reckeweg Germany","RECK",0,0,0,0,"Homeopathic Drops","2"
"R 3","Dr. Reckeweg Germany","RECK",0,0,0,0,"Homeopathic Drops","2"
"R 9","Dr. Reckeweg Germany","RECK",0,0,0,0,"Homeopathic Drops","2"
"Ipecacuanha 30","Dr. Willmar Schwabe Germany","Shwabe",0,0,0,0,"Homeopathic Drops","2"
"PTK 75","Dr. Willmar Schwabe Germany","Shwabe",0,0,0,0,"Homeopathic Drops","1"
"R no 7","Dr. Reckeweg Germany","RECK",0,0,0,0,"Homeopathic Drops","2"
"Fraxinus Q","Dr. Willmar Schwabe Germany","Shwabe",0,0,0,0,"Homeopathic Drops","1"
"Caladium 30","Masood Homoeopathic Pharma","MASOD",0,0,0,0,"Homeopathic Drops","1"
"Kl 3","Kamal Laboratories","KAMAL",0,0,0,0,"Homeopathic Drops","1"
"Kl 18","Kamal Laboratories","KAMAL",0,0,0,0,"Homeopathic Drops","1"
"R40","Dr. Reckeweg Germany","RECK",0,0,0,0,"Homeopathic Drops","1"
"Cineraria drop","Kent Homoeopathic Pharmacy","Kent",0,0,0,0,"Homeopathic Drops","2"
"Ferum met 30","B.H.P Laboratory (PVT) LTD","BHP",0,0,0,0,"Homeopathic Drops","1"
"R 48","Dr. Reckeweg Germany","RECK",0,0,0,0,"Homeopathic Drops","1"
"Bio # 5","Dr. Willmar Schwabe Germany","Shwabe",0,0,0,0,"Homeopathic Drops","1"
"R 40","Dr. Reckeweg Germany","RECK",0,0,0,0,"Homeopathic Drops","1"
"Phyto mek tab","MEKTUM Homeo Pharma","MEK",0,0,0,0,"Homeopathic Drops","12"
"Gastro Pex Tab jar","MEKTUM Homeo Pharma","MEK",0,0,0,0,"Homeopathic Drops","6"
"urtica urnes30","Kent Homoeopathic Pharmacy","Kent",0,0,0,0,"Homeopathic Drops","1"
"Mag phos 6x","Kent Homoeopathic Pharmacy","Kent",0,0,0,0,"Homeopathic Drops","1"
