"ID","Date","Voucher No","Type","Account Name","Term","Term/Ac","Bilty","Transport","SaleMan","Net Amount","Cash Received"
"3077","8/27/2024 12:00:00 AM","S-2426","Invoice","Mughal H/S","Credit","","0","0","Affan","228","0"
"3078","8/27/2024 12:00:00 AM","S-2427","Invoice","Muslim Homoeopathic Store LPR ","Credit","","0","0","Affan","380","0"
"3079","8/27/2024 12:00:00 AM","S-2428","Invoice","Noman Homeopathic Store","Credit","","0","0","Affan","945","0"
"3080","8/27/2024 12:00:00 AM","S-2429","Invoice","Cash In Hand Hassan","Credit","Cash In Hand","0","None","uasma","11000","0"
"3081","8/28/2024 12:00:00 AM","S-2430","Invoice","Cash In Hand","Cash","Cash In Hand","0","0","Affan","250","250"
"3082","8/28/2024 12:00:00 AM","S-2431","Invoice","Cash In Hand","Cash","Cash In Hand","0","0","Affan","150","150"
"3083","8/28/2024 12:00:00 AM","S-2432","Invoice","Cash In Hand","Cash","Cash In Hand","0","0","Affan","700","700"
"3084","8/29/2024 12:00:00 AM","S-2433","Invoice","Cash In Hand","Cash","Cash In Hand","0","0","Affan","160","160"
"3085","8/29/2024 12:00:00 AM","S-2434","Invoice","Cash In Hand","Cash","Cash In Hand","0","0","Affan","490","290"
"3086","8/29/2024 12:00:00 AM","S-2435","Invoice","Bilal Homoeopathic Store","Credit","","0","0","Affan","632","0"
"3087","8/29/2024 12:00:00 AM","P-645","Purchase","Baba Homoeo Store","Credit","","0","0","Affan","446",""
"3088","8/29/2024 12:00:00 AM","S-2436","Invoice","Star Homoeo Store","Credit","","0","0","Afan","240","0"
"3089","8/29/2024 12:00:00 AM","S-2437","Invoice","Rafay Homeopathic Store","Credit","","0","0","Affan","1613","0"
"3090","8/29/2024 12:00:00 AM","S-2438","Invoice","German Homeopathic Store (Dr Saqib Khan)","Credit","","0","0","Affan","450","0"
"3091","8/29/2024 12:00:00 AM","S-2439","Invoice","Jameel H/S LPR","Credit","","0","0","Affan","360","0"
"3092","8/29/2024 12:00:00 AM","S-2440","Invoice","Sheroze H/S Muzzamil ","Credit","","0","0","Affan","180","0"
"3093","8/29/2024 12:00:00 AM","S-2441","Invoice","Sohail Homoeo & Harbal Store","Credit","","0","0","Affan","396","0"
"3094","8/29/2024 12:00:00 AM","S-2442","Invoice","Pakistan H/S LPR","Credit","","0","0","Affan","520","0"
"3095","8/29/2024 12:00:00 AM","S-2443","Invoice","Muslim Homoeopathic Store LPR ","Credit","","0","0","Affan","114","0"
"3096","8/29/2024 12:00:00 AM","S-2444","Invoice","Noman Homeopathic Store","Credit","","0","0","Affan","3521","0"
"3097","8/29/2024 12:00:00 AM","P-646","Purchase","German Homeopathic Store (Dr Saqib Khan)","Credit","","0","0","Affan","100",""
"3098","8/29/2024 12:00:00 AM","P-647","Purchase","Rafay Homeopathic Store","Credit","","0","0","Affan","83",""
"3099","8/29/2024 12:00:00 AM","P-648","Purchase","Sheroze H/S Muzzamil ","Credit","","0","0","Affan","81",""
"3100","8/29/2024 12:00:00 AM","P-649","Purchase","Muslim Homoeopathic Store LPR ","Credit","","0","0","Affan","434",""
"3101","8/29/2024 12:00:00 AM","S-2445","Invoice","Cash In Hand","Cash","Cash In Hand","0","0","Affan","702","700"
"3102","8/29/2024 12:00:00 AM","S-2446","Invoice","Dr Abdul Shakoor Memon","Credit","","0","None","usama","1626","0"
"3103","8/30/2024 12:00:00 AM","S-2447","Invoice","Cash In Hand","Cash","Cash In Hand","0","None","uasma","250","250"
"3104","8/31/2024 12:00:00 AM","S-2448","Invoice","Dr Ameen","Credit","","0","None","uasma","5640","0"
"3105","8/31/2024 12:00:00 AM","S-2449","Invoice","Cash In Hand","Cash","Cash In Hand","0","None","uasma","1120","1120"
"3106","8/31/2024 12:00:00 AM","S-2450","Invoice","Cash In Hand","Cash","Cash In Hand","0","None","usama","300","300"
"3107","8/31/2024 12:00:00 AM","S-2451","Invoice","Cash In Hand","Cash","Cash In Hand","0","None","uasma","2250","2250"
"3108","8/31/2024 12:00:00 AM","S-2452","Invoice","Cash In Hand","Cash","Cash In Hand","0","None","usama","2000","2000"
"3109","8/31/2024 12:00:00 AM","S-2453","Invoice","Cash In Hand","Cash","Cash In Hand","0","0","Affan","160","160"
"3110","8/31/2024 12:00:00 AM","S-2454","Invoice","Cash In Hand","Cash","Cash In Hand","0","0","Affan","850","850"
"3111","8/31/2024 12:00:00 AM","S-2455","Invoice","Cash In Hand","Cash","Cash In Hand","0","0","Affan","350","350"
"3112","8/31/2024 12:00:00 AM","S-2456","Invoice","Cash In Hand","Cash","Cash In Hand","0","0","usama","200","200"
"3113","8/31/2024 12:00:00 AM","S-2457","Invoice","Sakhi Shahbaz H/Store (Moro)","Credit","","0","0","Affan","1400","0"
"3114","8/31/2024 12:00:00 AM","S-2458","Invoice","Shokat M/S (TMK)","Credit","","0","0","Affan","6000","0"
"3115","8/31/2024 12:00:00 AM","S-2459","Invoice","Counter","Cash","Cash In Hand","","0","Affan","400","400"
"3116","8/31/2024 12:00:00 AM","S-2460","Invoice","Cash In Hand","Cash","Cash In Hand","0","0","BURHAN","820","820"
"3117","8/31/2024 12:00:00 AM","S-2461","Invoice","Bilal Homoeopathic Store","Credit","","0","0","Affan","448","0"
"3118","8/31/2024 12:00:00 AM","S-2462","Invoice","Chand Homoeopathic Store","Credit","","0","0","Affan","200","0"
"3119","8/31/2024 12:00:00 AM","S-2463","Invoice","Dua Homoeopathic Store ","Credit","","0","0","Affan","256","0"
"3120","8/31/2024 12:00:00 AM","S-2464","Invoice","Dua Homoeopathic Store ","Credit","","0","0","Affan","244","0"
"3121","8/31/2024 12:00:00 AM","S-2465","Invoice","Rafay Homeopathic Store","Credit","","0","0","Affan","132","0"
"3122","8/31/2024 12:00:00 AM","S-2466","Invoice","Pakistan H/S LPR","Credit","","0","0","Affan","2009","0"
"3123","8/31/2024 12:00:00 AM","S-2467","Invoice","German Homeopathic Store (Dr Saqib Khan)","Credit","","0","0","Affan","2310","0"
"3124","8/31/2024 12:00:00 AM","S-2468","Invoice","Jameel H/S LPR","Credit","","0","0","Affan","2914","0"
"3125","8/31/2024 12:00:00 AM","S-2469","Invoice","Hassan Homeopathic Store","Credit","","0","0","Aff4","1275","0"
"3126","8/31/2024 12:00:00 AM","S-2470","Invoice","Sheroze H/S Muzzamil ","Credit","","0","0","Affan","124","0"
"3127","8/31/2024 12:00:00 AM","S-2471","Invoice","Sohail Homoeo & Harbal Store","Credit","","0","0","Affan","370","0"
"3128","8/31/2024 12:00:00 AM","S-2472","Invoice","Shalimar Homoeo Store LPR","Credit","","0","0","Afan","168","0"
"3129","8/31/2024 12:00:00 AM","S-2473","Invoice","Muslim Homoeopathic Store LPR ","Credit","","0","0","Affan","1317","0"
"3130","8/31/2024 12:00:00 AM","S-2474","Invoice","Tawaqal Homoeopathic Store","Credit","","0","0","Affan","112","0"
"3131","8/31/2024 12:00:00 AM","P-650","Purchase","Pakistan H/S LPR","Credit","","0","0","Affan","280",""
"3132","8/31/2024 12:00:00 AM","S-2475","Invoice","Noman Homeopathic Store","Credit","","0","0","Affan","2660","0"
"3133","8/31/2024 12:00:00 AM","P-651","Purchase","Sheroze H/S Muzzamil ","Credit","","0","0","Aff4","124",""
"3134","8/31/2024 12:00:00 AM","P-652","Purchase","Sohail Homoeo & Harbal Store","Credit","","0","0","Affan","190",""
"3135","8/31/2024 12:00:00 AM","P-653","Purchase","German Homeopathic Store (Dr Saqib Khan)","Credit","","0","0","Affan","2387",""
"3136","8/31/2024 12:00:00 AM","S-2476","Invoice","Cash In Hand","Cash","Cash In Hand","0","0","Aff4","200","200"
"3137","8/31/2024 12:00:00 AM","S-2477","Invoice","Cash In Hand","Cash","Cash In Hand","0","0","Affan","300","300"
"3138","8/31/2024 12:00:00 AM","P-654","Purchase","Dr Ameen","Credit","","0","None","uasma","5640",""
"3139","8/31/2024 12:00:00 AM","S-2478","Invoice","Cash In Hand","Cash","Cash In Hand","0","0","uasma","120","120"
"3140","9/1/2024 12:00:00 AM","S-2479","Invoice","DR Danish kirmani","Credit","","0","0","Affan","9410","0"
"3141","9/1/2024 12:00:00 AM","S-2480","Invoice","Cash In Hand","Cash","Cash In Hand","0","0","usama","580","580"
"3142","9/1/2024 12:00:00 AM","S-2481","Invoice","Cash In Hand","Cash","Cash In Hand","00","0","Affan","660","660"
"3143","9/1/2024 12:00:00 AM","S-2482","Invoice","DR Hassan (sanger)","Credit","","0","0","Affan","18162","0"
"3144","9/1/2024 12:00:00 AM","S-2483","Invoice","Cash In Hand","Cash","Cash In Hand","0","0","Afan","3600","3600"
"3145","9/1/2024 12:00:00 AM","S-2484","Invoice","DR SUHAIB RASHEED (Dar ul shifa H/S)","Credit","","0","0","Affan","24289","0"
"3146","9/1/2024 12:00:00 AM","S-2485","Invoice","Cash In Hand","Cash","Cash In Hand","0","0","Affan","1000","1000"
"3147","9/1/2024 12:00:00 AM","S-2486","Invoice","Cash In Hand","Cash","Cash In Hand","0","0","Affan","425","430"
"3148","9/1/2024 12:00:00 AM","S-2487","Invoice","Cash In Hand","Cash","Cash In Hand","0","0","Affan","1100","1100"
"3149","9/1/2024 12:00:00 AM","S-2488","Invoice","Cash In Hand","Cash","Cash In Hand","0","0","Affan","2093","2100"
"3150","9/1/2024 12:00:00 AM","S-2489","Invoice","H/Dr.Irfan (T.A)","Cash","Cash In Hand","0","0","Affan","546","550"
"3151","9/1/2024 12:00:00 AM","S-2490","Invoice","Cash In Hand","Cash","Cash In Hand","0","0","Affan","301","300"
"3152","9/1/2024 12:00:00 AM","S-2491","Invoice","Ali Khan M/S (TALHAR)","Credit","","0","0","Affan","3080","0"
"3153","9/1/2024 12:00:00 AM","S-2492","Invoice","Sufi Homeopathic Store","Cash","Cash In Hand","0","0","Affan","443","440"
"3154","9/1/2024 12:00:00 AM","S-2493","Invoice","Chand Homoeopathic Store","Credit","","0","0","Affan","234","0"
"3155","9/1/2024 12:00:00 AM","S-2494","Invoice","Dua Homoeopathic Store ","Credit","","0","0","Affan","435","0"
"3156","9/1/2024 12:00:00 AM","S-2495","Invoice","Rafay Homeopathic Store","Credit","","0","0","Affan","2419","0"
"3157","9/1/2024 12:00:00 AM","S-2496","Invoice","German Homeopathic Store (Dr Saqib Khan)","Credit","","0","0","Affan","2362","0"
"3158","9/1/2024 12:00:00 AM","S-2497","Invoice","German Homeopathic Store (Dr Saqib Khan)","Credit","","0","0","Affan","210","0"
"3159","9/1/2024 12:00:00 AM","S-2498","Invoice","Akram Pansar ","Credit","","0","0","Affan","4068","0"
"3160","9/1/2024 12:00:00 AM","S-2499","Invoice","Jameel H/S LPR","Credit","","0","0","Affan","262","0"
"3161","9/1/2024 12:00:00 AM","S-2500","Invoice","Cash In Hand","Cash","Cash In Hand","0",".0","Affan","980","980"
"3162","9/1/2024 12:00:00 AM","S-2501","Invoice","Mughal H/S","Credit","","0","0","Affan","213","0"
"3163","9/1/2024 12:00:00 AM","S-2502","Invoice","Cash In Hand","Cash","Cash In Hand","0","0","Affan","700","700"
"3164","9/1/2024 12:00:00 AM","S-2503","Invoice","Muslim Homoeopathic Store LPR ","Credit","","0","0","Affan","4861","0"
"3165","9/1/2024 12:00:00 AM","S-2504","Invoice","Tawaqal Homoeopathic Store","Credit","","0","0","Affan","241","0"
"3166","9/1/2024 12:00:00 AM","S-2505","Invoice","Cash In Hand","Cash","Cash In Hand","0","0","Affan","900","900"
"3167","9/1/2024 12:00:00 AM","S-2506","Invoice","Noman Homeopathic Store","Credit","","0","0","Affan","3177","0"
"3168","9/1/2024 12:00:00 AM","P-655","Purchase","Dua Homoeopathic Store ","Credit","","0","0","Affan","135",""
"3169","9/1/2024 12:00:00 AM","P-656","Purchase","German Homeopathic Store (Dr Saqib Khan)","Credit","","0","0","Affan","495",""
"3170","9/1/2024 12:00:00 AM","P-657","Purchase","Hassan Homeopathic Store","Credit","","0","0","Affan","85",""
"3171","9/1/2024 12:00:00 AM","P-658","Purchase","Rafay Homeopathic Store","Credit","","0","0","Affan","170",""
"3172","9/1/2024 12:00:00 AM","S-2507","Invoice","Dr Akram Malik (Shahdadpure)","Credit","","0","None","uasma","5322","0"
"3173","9/1/2024 12:00:00 AM","S-2508","Invoice","Cash In Hand","Cash","Cash In Hand","0","0","Affan","600","600"
"3174","9/1/2024 12:00:00 AM","S-2509","Invoice","Cash In Hand","Cash","Cash In Hand","0","0","Affan","90","100"
"3175","9/2/2024 12:00:00 AM","S-2510","Invoice","Cash In Hand","Cash","Cash In Hand","0","0","Affan","420","420"
"3176","9/2/2024 12:00:00 AM","S-2511","Invoice","L/Dr Najma Bloch ","Credit","","0","0","Affan","2760","0"
"3177","9/2/2024 12:00:00 AM","S-2512","Invoice","Haji Sawan","Credit","","0","0","Affan","1034","0"
"3178","9/2/2024 12:00:00 AM","S-2513","Invoice","Cash In Hand","Cash","Cash In Hand","0","0","Affan","1090","1090"
"3179","9/2/2024 12:00:00 AM","S-2514","Invoice","Cash In Hand","Cash","Cash In Hand","0","0","Affan","120","120"
"3180","9/2/2024 12:00:00 AM","P-659","Purchase","BLOSSOM ","Credit","","0","0","Affan","62430",""
"3181","9/2/2024 12:00:00 AM","S-2515","Invoice","Hassan Homeopathic Store","Cash","Cash In Hand","0","0","Affa4","938","940"
"3182","9/2/2024 12:00:00 AM","S-2516","Invoice","Bilal Homoeopathic Store","Credit","","0","0","Affan","1304","0"
"3183","9/2/2024 12:00:00 AM","S-2517","Invoice","Dua Homoeopathic Store ","Credit","","0","0","Affan","396","0"
"3184","9/2/2024 12:00:00 AM","S-2518","Invoice","Rafay Homeopathic Store","Credit","","0","0","Affan","1570","0"
"3185","9/2/2024 12:00:00 AM","S-2519","Invoice","German Homeopathic Store (Dr Saqib Khan)","Credit","","0","0","Affan","3561","0"
"3186","9/2/2024 12:00:00 AM","S-2520","Invoice","Sohail Homoeo & Harbal Store","Credit","","0","0","Affan","240","0"
"3187","9/2/2024 12:00:00 AM","S-2521","Invoice","Mughal H/S","Credit","","","0","Affa4","228","0"
"3188","9/2/2024 12:00:00 AM","S-2522","Invoice","Muslim Homoeopathic Store LPR ","Credit","","0","0","Affan","2063","0"
"3189","9/2/2024 12:00:00 AM","S-2523","Invoice","Tawaqal Homoeopathic Store","Credit","","0","0","Affan","119","0"
"3190","9/2/2024 12:00:00 AM","S-2524","Invoice","Noman Homeopathic Store","Credit","","0","0","Affan","2505","0"
"3191","9/2/2024 12:00:00 AM","S-2525","Invoice","Tahir Kent SPO","Credit","","0","0","Affan","232","0"
"3192","9/2/2024 12:00:00 AM","P-660","Purchase","German Homeopathic Store (Dr Saqib Khan)","Credit","","0","0","Affan","850",""
"3193","9/2/2024 12:00:00 AM","P-661","Purchase","Muslim Homoeopathic Store LPR ","Credit","","0","0","Affan","624",""
"3194","9/2/2024 12:00:00 AM","S-2526","Invoice","Dr Tayyab (Tando Adam)","Cash","Cash In Hand","0","0","usama","3440","3400"
"3195","9/2/2024 12:00:00 AM","S-2527","Invoice","Cash In Hand","Cash","Cash In Hand","0","0","Affan","6100","6100"
"3196","9/2/2024 12:00:00 AM","S-2528","Invoice","Cash In Hand","Cash","Cash In Hand","0","None","usama","6440","6440"
"3197","9/3/2024 12:00:00 AM","S-2529","Invoice","Cash In Hand","Cash","Cash In Hand","0","0","Affan","454","450"
"3198","9/3/2024 12:00:00 AM","S-2530","Invoice","Cash In Hand","Cash","Cash In Hand","0","0","Affan","56","60"
"3199","9/3/2024 12:00:00 AM","S-2531","Invoice","Cash In Hand","Cash","Cash In Hand","0","0","Affan","200","200"
"3200","9/3/2024 12:00:00 AM","S-2532","Invoice","Cash In Hand","Cash","Cash In Hand","0","0","Affan","202","300"
"3201","9/3/2024 12:00:00 AM","S-2533","Invoice","Cash In Hand","Cash","Cash In Hand","0","0","usama","500","500"
"3202","9/3/2024 12:00:00 AM","S-2534","Invoice","Cash In Hand","Cash","Cash In Hand","0","0","Affan","300","300"
"3203","9/3/2024 12:00:00 AM","S-2535","Invoice","Cash In Hand","Cash","Cash In Hand","0","0","Affan","1300","1300"
"3204","9/3/2024 12:00:00 AM","S-2536","Invoice","Cash In Hand","Cash","Cash In Hand","0","0","Affan","1000","1000"
"3205","9/3/2024 12:00:00 AM","S-2537","Invoice","Cash In Hand","Cash","Cash In Hand","0","0","Affan","942","940"
"3206","9/3/2024 12:00:00 AM","S-2538","Invoice","Bilal Homoeopathic Store","Credit","",".0","0","Affan","1008","0"
"3207","9/3/2024 12:00:00 AM","S-2539","Invoice","Dua Homoeopathic Store ","Credit","","0","0","Affan","1000","0"
"3208","9/3/2024 12:00:00 AM","S-2540","Invoice","Star Homoeo Store","Credit","","0","0","Affan","180","0"
"3209","9/3/2024 12:00:00 AM","S-2541","Invoice","Rafay Homeopathic Store","Credit","","0","0","Affan","566","0"
"3210","9/3/2024 12:00:00 AM","S-2542","Invoice","German Homeopathic Store (Dr Saqib Khan)","Credit","","0","0","Affan","209","0"
"3211","9/3/2024 12:00:00 AM","S-2543","Invoice","German Homeopathic Store (Dr Saqib Khan)","Credit","","0","0","Affan","221","0"
"3212","9/3/2024 12:00:00 AM","S-2544","Invoice","Jameel H/S LPR","Credit","","0","0","Affan","1298","0"
"3213","9/3/2024 12:00:00 AM","S-2545","Invoice","Hassan Homeopathic Store","Credit","","0","0","Affan","800","0"
"3214","9/3/2024 12:00:00 AM","S-2546","Invoice","Sheroze H/S Muzzamil ","Credit","","0","0","Affan","228","0"
"3215","9/3/2024 12:00:00 AM","S-2547","Invoice","Al-Khadija Homoeo Store (HYD)","Credit","","0","0","Affan","750","0"
"3216","9/3/2024 12:00:00 AM","S-2548","Invoice","German Homeopathic Store (Dr Saqib Khan)","Credit","",".0","0","Affan","114","0"
"3217","9/3/2024 12:00:00 AM","S-2549","Invoice","Cash In Hand","Credit","","0","0","Affan","200","0"
"3218","9/3/2024 12:00:00 AM","S-2550","Invoice","Sohail Homoeo & Harbal Store","Credit","","0","0.","Affan","180","0"
"3219","9/3/2024 12:00:00 AM","S-2551","Invoice","Mughal H/S","Credit","",".0","0","Affan","719","0"
"3220","9/3/2024 12:00:00 AM","S-2552","Invoice","Shalimar Homoeo Store LPR","Credit","","0","0","Affan","630","0"
"3221","9/3/2024 12:00:00 AM","S-2553","Invoice","Pakistan H/S LPR","Credit","","0","0","Affan","189","0"
"3222","9/3/2024 12:00:00 AM","S-2554","Invoice","Muslim Homoeopathic Store LPR ","Credit","","0","0","Affan","1915","0"
"3223","9/3/2024 12:00:00 AM","S-2555","Invoice","Muslim Homoeopathic Store LPR ","Credit","","0","0","Affan","143","0"
"3224","9/3/2024 12:00:00 AM","S-2556","Invoice","Noman Homeopathic Store","Credit","","0","0","Afan","516","0"
"3225","9/3/2024 12:00:00 AM","S-2557","Invoice","Cash In Hand","Cash","Cash In Hand","0","0","BURHAN","150","150"
"3226","9/3/2024 12:00:00 AM","P-662","Purchase","German Homeopathic Store (Dr Saqib Khan)","Credit","","0","0","Affa4","892",""
"3227","9/3/2024 12:00:00 AM","S-2558","Invoice","Cash In Hand","Cash","Cash In Hand","0","0","Affan","450","450"
"3228","9/4/2024 12:00:00 AM","S-2559","Invoice","Cash In Hand","Cash","Cash In Hand","0","00","Affan","180","180"
"3229","9/4/2024 12:00:00 AM","S-2560","Invoice","Cash In Hand","Cash","Cash In Hand","0","0","Affan","472","470"
"3230","9/4/2024 12:00:00 AM","S-2561","Invoice","Cash In Hand","Cash","Cash In Hand","0","0","Affan","637","640"
"3231","9/4/2024 12:00:00 AM","P-663","Purchase","Hassan Homeopathic Store","Cash","Cash In Hand","0","0","Affan","800",""
"3232","9/4/2024 12:00:00 AM","P-664","Purchase","Muslim Homoeopathic Store LPR ","Credit","","0","0","Affa4","384",""
"3233","9/4/2024 12:00:00 AM","P-665","Purchase","Hassan Homeopathic Store","Credit","","0","0","Affan","800",""
"3234","9/4/2024 12:00:00 AM","S-2562","Invoice","Cash In Hand","Cash","Cash In Hand","0","0","Affan","637","640"
"3235","9/4/2024 12:00:00 AM","S-2563","Invoice","Cash In Hand","Cash","Cash In Hand","0","0","uasma","1000","1000"
"3236","9/4/2024 12:00:00 AM","S-2564","Invoice","Cash In Hand","Cash","Cash In Hand","0","0","Affan","711","710"
"3237","9/4/2024 12:00:00 AM","S-2565","Invoice","Cash In Hand","Cash","Cash In Hand","0","0","Affan","670","670"
"3238","9/4/2024 12:00:00 AM","S-2566","Invoice","Cash In Hand","Cash","Cash In Hand","0","0","Affan","1000","1000"
"3239","9/4/2024 12:00:00 AM","P-666","Purchase","Almanan","Credit","","0","0","usama","32500",""
"3240","9/4/2024 12:00:00 AM","S-2567","Invoice","Cash In Hand","Cash","Cash In Hand","0","0","Affan","400","400"
"3241","9/4/2024 12:00:00 AM","S-2568","Invoice","Bilal Homoeopathic Store","Credit","","0","0","Affan","1015","0"
"3242","9/4/2024 12:00:00 AM","S-2569","Invoice","Chand Homoeopathic Store","Credit","","0","0","Affan","720","0"
"3243","9/4/2024 12:00:00 AM","S-2570","Invoice","Rafay Homeopathic Store","Credit","","0","0","Affan","2061","0"
"3244","9/4/2024 12:00:00 AM","S-2571","Invoice","German Homeopathic Store (Dr Saqib Khan)","Credit","","0","0","Affan","700","0"
"3245","9/4/2024 12:00:00 AM","S-2572","Invoice","Sohail Homoeo & Harbal Store","Credit","","0","0","Affan","342","0"
"3246","9/4/2024 12:00:00 AM","S-2573","Invoice","Mughal H/S","Credit","","0","0","Affan","1988","0"
"3247","9/4/2024 12:00:00 AM","S-2574","Invoice","Pakistan H/S LPR","Credit","","0","0","Affan","314","0"
"3248","9/4/2024 12:00:00 AM","S-2575","Invoice","Muslim Homoeopathic Store LPR ","Credit","","0","0","Affan","457","0"
"3249","9/4/2024 12:00:00 AM","S-2576","Invoice","Noman Homeopathic Store","Credit","","0","0","Affan","466","0"
"3250","9/4/2024 12:00:00 AM","S-2577","Invoice","Noman Homeopathic Store","Credit","","0","0","Affan","214","0"
"3251","9/4/2024 12:00:00 AM","S-2578","Invoice","German Homeopathic Store (Dr Saqib Khan)","Credit","","0","0","Affan","264","0"
"3252","9/4/2024 12:00:00 AM","S-2579","Invoice","Sheroze H/S Muzzamil ","Credit","","0","0","Affan","209","0"
"3253","9/4/2024 12:00:00 AM","S-2580","Invoice","Shahbaz Homoeo Store (Mirpur)","Credit","","0","0","Affan","6000","0"
"3254","9/4/2024 12:00:00 AM","S-2581","Invoice","Cash In Hand","Cash","Cash In Hand","0","0","Affan","400","400"
"3255","9/4/2024 12:00:00 AM","S-2582","Invoice","Cash In Hand","Cash","Cash In Hand","0","0","Affan","280","280"
"3256","9/4/2024 12:00:00 AM","S-2583","Invoice","Cash In Hand","Cash","Cash In Hand","0","0","Affan","440","440"
"3257","9/4/2024 12:00:00 AM","S-2584","Invoice","Cash In Hand","Cash","Cash In Hand","0","0","Afan","180","180"
"3258","9/5/2024 12:00:00 AM","S-2585","Invoice","Cash In Hand","Cash","Cash In Hand","0","0","Affan","700","700"
"3259","9/5/2024 12:00:00 AM","P-667","Purchase","Chand Homoeopathic Store","Credit","","0","0","Affan","65",""
"3260","9/5/2024 12:00:00 AM","P-668","Purchase","German Homeopathic Store (Dr Saqib Khan)","Credit","","0","0","Affan","174",""
"3261","9/5/2024 12:00:00 AM","P-669","Purchase","Sohail Homoeo & Harbal Store","Credit","","0","0","Affan","23",""
"3262","9/5/2024 12:00:00 AM","S-2586","Invoice","Cash In Hand","Cash","Cash In Hand","0","0","Affan","150","150"
"3263","9/5/2024 12:00:00 AM","S-2587","Invoice","Cash In Hand","Cash","Cash In Hand","0","0","Afan","250","250"
"3264","9/5/2024 12:00:00 AM","S-2588","Invoice","Cash In Hand","Cash","Cash In Hand","0","0","uasma","1000","1000"
"3265","9/5/2024 12:00:00 AM","S-2589","Invoice","Cash In Hand","Cash","Cash In Hand","0","0","Affan","500","500"
"3266","9/5/2024 12:00:00 AM","S-2590","Invoice","Dr Aslam HYDERABAD","Credit","","0","None","usama","5000","0"
"3267","9/5/2024 12:00:00 AM","S-2591","Invoice","Cash In Hand","Cash","Cash In Hand","0","0","usama","150","150"
"3268","9/5/2024 12:00:00 AM","P-670","Purchase","Paul Brooks Homoeo Lab","Credit","","0","0","usama","8068",""
"3269","9/5/2024 12:00:00 AM","S-2592","Invoice","Cash In Hand","Cash","Cash In Hand","0","None","uasma","1500","1500"
"3270","9/5/2024 12:00:00 AM","S-2593","Invoice","Cash In Hand","Cash","Cash In Hand","0","0","usama","3532","3530"
"3271","9/5/2024 12:00:00 AM","S-2594","Invoice","Cash In Hand","Cash","Cash In Hand","0","0","usama","1196","1190"
"3272","9/5/2024 12:00:00 AM","S-2595","Invoice","Bilal Homoeopathic Store","Credit","","0","0","Affan","511","0"
"3273","9/5/2024 12:00:00 AM","S-2596","Invoice","Star Homoeo Store","Credit","","0","0","Affan","776","0"
"3274","9/5/2024 12:00:00 AM","S-2597","Invoice","German Homeopathic Store (Dr Saqib Khan)","Credit","","0","0","Affan","626","0"
"3275","9/5/2024 12:00:00 AM","S-2598","Invoice","Jameel H/S LPR","Credit","","0","0","Affan","110","0"
"3276","9/5/2024 12:00:00 AM","S-2599","Invoice","Sheroze H/S Muzzamil ","Credit","","0","0","Affan","598","0"
"3277","9/5/2024 12:00:00 AM","S-2600","Invoice","Sohail Homoeo & Harbal Store","Credit","","0","0","Affan","1800","0"
"3278","9/5/2024 12:00:00 AM","S-2601","Invoice","Shalimar Homoeo Store LPR","Credit","","0","0","Affan","168","0"
"3279","9/5/2024 12:00:00 AM","S-2602","Invoice","Pakistan H/S LPR","Credit","","0","0","Affan","117","0"
"3280","9/5/2024 12:00:00 AM","S-2603","Invoice","Muslim Homoeopathic Store LPR ","Credit","","0","0","Affan","1065","0"
"3281","9/5/2024 12:00:00 AM","S-2604","Invoice","Noman Homeopathic Store","Credit","","0","0","Afffan","2757","0"
"3282","9/5/2024 12:00:00 AM","S-2605","Invoice","Cash In Hand","Cash","Cash In Hand","0","0","Affan","1120","1120"
"3283","9/5/2024 12:00:00 AM","S-2606","Invoice","Rafay Homeopathic Store","Credit","","0","0","Afan","370","0"
"3284","9/5/2024 12:00:00 AM","S-2607","Invoice","Rafay Homeopathic Store","Credit","","0","00","Affan","933","0"
"3285","9/5/2024 12:00:00 AM","P-671","Purchase","German Homeopathic Store (Dr Saqib Khan)","Credit","","0","0","Affan","1290",""
"3286","9/5/2024 12:00:00 AM","P-672","Purchase","Sheroze H/S Muzzamil ","Credit","","0","0","Affan","135",""
"3287","9/5/2024 12:00:00 AM","S-2608","Invoice","Dr Abdul Shakoor Memon","Credit","","0","0","Affan","2953","0"
"3288","9/5/2024 12:00:00 AM","S-2609","Invoice","Rafay Homeopathic Store","Credit","","0","0","Affan","161","0"
"3289","9/5/2024 12:00:00 AM","S-2610","Invoice","Sohail Homoeo & Harbal Store","Credit","","0","0","Affan","2436","0"
"3290","9/5/2024 12:00:00 AM","S-2611","Invoice","Cash In Hand","Cash","Cash In Hand","0","0","Affan","2000","2000"
"3291","9/5/2024 12:00:00 AM","S-2612","Invoice","Cash In Hand","Credit","","","0","usama","7406","0"
"3292","9/5/2024 12:00:00 AM","P-673","Purchase","Baba Homoeo Store","Credit","","0","0 ","Afan","2970",""
"3293","9/5/2024 12:00:00 AM","S-2613","Invoice","Baba Homoeo Store","Credit","","0","0","Afan","7406","0"
"3294","9/6/2024 12:00:00 AM","S-2614","Invoice","Cash In Hand","Cash","Cash In Hand","0","None","usama","854","850"
"3295","9/6/2024 12:00:00 AM","S-2615","Invoice","Cash In Hand","Cash","Cash In Hand","0","0","uasma","1000","1000"
"3296","9/6/2024 12:00:00 AM","S-2616","Invoice","Cash In Hand","Cash","Cash In Hand","0","0","uasma","1000","1000"
