"ID","Item Name","Item Code","Naration","Minimum Level","Sale Price","Purchase Price"
"2165","Dyro 120ml SYP (KL)","KAMAL","0","5","200","200"
"2166","Acid Nit 200 30ml (MSOD)","MASOD","0","15","230","0"
"2167","7 Diabetis Drops","T.S","0","25","0","150"
"2168","8 Colic Pain","T.S","0","15","150","150"
"2169","9 For Piles","T.S","0","25","150","150"
"2170","10 For Obesity","T.S","0","20","150","150"
"2171","11 For Hight","T.S","0","15","150","150"
"2172","12 For Arthritis","T.S","0","15","0","0"
"2173","13 For LoW Blood Pressure ","T.S","0","15","0","150"
"2174","14 Bed Wetting Drops","T.S","0","10","150","150"
"2175","15 For Hepatitis And Gall Stone","T.S","0","10","150","150"
"2176","16 Tumors ","T.S","0","10","150","150"
"2177","17 For Tonsils Diseases","T.S","0","10","150","150"
"2178","18 Acne Cantrol","T.S","0","10","150","150"
"2179","19 For Fever ","T.S","0","10","0","150"
"2180","20 For Warts","T.S","0","10","150","150"
"2181","21 Gastrointestinal Disease","T.S","0","10","150","150"
"2182","23 For High Blood Pressure ","T.S","0","10","150","150"
"2183","24 For Spermatorrhoea","T.S","0","10","150","150"
"2184","25 Graceful Drtops","T.S","0","10","0","150"
"2185","26 For Absolution Form Smoking","T.S","0","10","150","150"
"2186","Morigana Dry Powder 150gm ","T.S","0","5","750","750"
"2187","27 For Constipation","T.S","0","10","150","150"
"2188","28 For Undeveloped &Atropic Mammary Glands","T.S","0","10","150","150"
"2189","29 For Female Infertility","T.S","0","10","150","150"
"2190","30  Improve Eyesight ","T.S","0","10","150","150"
"2191","31 For Mouth Ulcers & Stomatitis","T.S","0","10","150","150"
"2192","32 For Depression , Anxiety & Tension","T.S","0","10","0","150"
"2193","33 For Depletion of Side Effect of Diabetes","T.S","0","10","0","150"
"2194","34 For Sciatica","T.S","0","10","150","150"
"2195","35 For Curing Paralysis","T.S","0","10","0","150"
"2196","36 For Liver Disorders & Hepatitis ","T.S","0","10","150","150"
"2197","37 For Menstural Disorder","T.S","0","10","150","150"
"2198","38 For Insomnia","T.S","0","10","150","150"
"2199","39 For Relieving Headache & Migraine","T.S","0","10","150","150"
"2200","41 For Prostate","T.S","0","10","150","160"
"2201","42 For High Cholesterol","T.S","0","10","0","0"
"2202","43 Anti-Oxidant Anti-Toxin & Immunity Stamulator","T.S","0","10","0","160"
"2203","44 For OsteoAethritis, Rheumatism & Gout","T.S","0","10","160","160"
"2204","45 Vermifuge","T.S","0","10","0","160"
"2205","46 for Skin Troubles & Blood Purification","T.S","0","10","160","160"
"2206","47 For Recalcifying Bone Texture","T.S","0","10","160","160"
"2207","48 For Controlling Baldness & Promoting Hair Growth","T.S","0","10","160","160"
"2208","For the Treatment of Eczema & Psoriases","T.S","0","10","0","160"
"2209","50 For Male Infertility","T.S","0","10","160","160"
"2210","T.S Blood Syp 240ml","T.S","0","20","230","230"
"2211","Pain-Off 240ml SYP","T.S","0","25","240","230"
"2212","Brain Tonic 240ml.SYP","T.S","0","25","230","230"
"2213","Lizaat oil 30ml ","T.S","0","10","170","170"
"2214","Tofen Lotion 60ml","T.S","0","10","210","210"
"2215","Secfen Lotion 60ml ","T.S","0","20","190","190"
"2216","Thuja Cream Warts Remover 15gm","T.S","0","15","210","200"
"2217","HamoSid Ointment 20gm","T.S","0","25","220","220"
"2218","Techobil Skin Ointment 10gm","T.S","0","25","120","120"
"2219","Damiana Plus 60Tablet","T.S","0","5","1500","1500"
"2220","Morigana 30Tab","T.S","0","25","300","300"
"2221","Pain Zic Oil 60ml","T.S","0","5","450","450"
"2222","Podina White (Adraak + Kalongi) 240ml","T.S","0","10","220","220"
"2223","Podina Green (Adraak + Kalongi) 240ml","T.S","0","15","220","220"
"2224","Nisa Hair Oil 100ml","T.S","0","15","300","300"
"2225","Nisa Hair Oil 200ml","T.S","0","15","450","450"
"2226","Telo Dex Ointment 20gm","T.S","0","20","190","190"
"2227","Caledula Cream 20gm","T.S","0","20","200","200"
"2228","Echinacea Garmidoor Lotion 100ml","PBHL","0","2","170","170"
"2229","Fraxinus Amer Q (C) 30ml (BM)","BM","0","5","280","240"
"2230","Bovista 30 (SHWABE)","Shwabe","0","5","620","620"
"2231","Pothos 30 (MASOD)","MASOD","0","5","280","0"
"2232","Abrotanum Q (C) (BM)","BM","0","5","280","240"
"2233","Actaea Spicata Q (D) 30ml (BM)","BM","0","5","0","280"
"2234","Acid Benz Q (B) (BM)","BM","0","5","0","180"
"2235","Acid Boric Q (B) (BM)","BM","0","5","210","180"
"2236","Acid Citric Q (B) (BM)","BM","0","5","0","180"
"2237","Acid Formic Q (B) (BM)","BM","0","3","0","180"
"2238","Aconite Nep Q (C) (BM)","BM","0","5","280","240"
"2239","Aconite Radix Q (B) (BM)","BM","0","5","0","180"
"2240","Ginseng Q (F) 30ml (BM)","BM","0","5","470","430"
"2241","Agnus Cast Q (C) 30ml (BM)","BM","0","5","280","240"
"2242","Bryta Iod 200 (KAMAL)","Kent","0","2","280","0"
"2243","Hamamelis Virg Q (D) 30ml (BM)","BM","0","5","310","280"
"2244","Collinsonia Q (D) 30ml (BM)","BM","0","5","310","280"
"2245","Acid Nit 30 (SHWABE)","Shwabe","0","5","620","620"
"2246","Bryta Iod 30 (KAMAL)","KAMAL","0","5","0","250"
"2247","Cardus Merinus Q (C) (MASOD)","MASOD","0","5","340","340"
"2248","Trillium Pend Q (F) 30ml (BM)","BM","0","5","470","430"
"2249","Passiflora Inc Q (C) (BM)","BM","0","5","280","210"
"2250","Spigelia 200 30ml","WShah","0","2","230","0"
"2251","Causticum 200","WShah","0","2","180","230"
"2252","stannum met 200 30ml","KAMAL","0","2","230","0"
"2253","Apis mellifica 200 30ml","MASOD","0","2","230","0"
"2254","Sanguinaria cana 200","MASOD","0","2","230","0"
"2255","Rauwolfia Q (D) (BM)","BM","0","5","310","280"
"2256","Onosmodium Virg Q (BM)","BM","0","2","370","0"
"2257","Whart remove","Clinic","0","1","250","0"
"2258","Arthrojin Tablets-Pack Size 20","WShah","0","2","0","350"
"2259","Lax Syrup 120ml","WShah","0","2","200","200"
"2260","Nervotone Fort Drops 20ml ","WShah","0","2","325","325"
"2261","Renophen Drop 20ml","WShah","0","2","275","275"
"2262","Spermo Plus Drop 20ml","WShah","0","2","300","300"
"2263","Teeth Guard Drop 20ml","WShah","0","2","0","200"
"2264","Stomocide Plus Drop 20ml","WShah","0","12","250","250"
"2265","Argentum Plus Drop 20ml","WShah","0","2","250","250"
"2266","Lapis Alba Plus Drop 20ml","WShah","0","2","250","250"
"2267","Cystocin Drop 20ml","WShah","0","2","275","275"
"2268","Alfalfa 120ml","KAMAL","0","2","1225","150"
"2269","Calc phos 6x","BM","0","1","750","0"
"2270","Apratilium 30","BM","0","1","230","0"
"2271","Stanum","WShah","0","2","0","0"
"2272","Stanum 200","WShah","0","1","0","190"
"2273","Sangonaria 200","WShah","0","1","0","230"
"2274","Caladium Seg Q (E) 500ml","BM","0","2","3220","2930"
"2275","Asafoetida Q (B) 30ml","BM","0","2","210","180"
"2276","Calendula Soap","PBHL","0","3","225","225"
"2277","Restox 1M","Shwabe","0","1","950","620"
"2278","Five phos","Shwabe","0","2","0","0"
"2279","Five phos 6x","Shwabe","0","2","562","750"
"2280","Tribulls Q (B)","MASOD","0","2","260","0"
"2281","Canthris Q (E) 30ml (BM)","BM","0","2","370","340"
"2282","Aesculus Hipp 30 120ML (MSOD)","MASOD","0","2","230","0"
"2283","Sugar cure plus ","WShah","0","3","300","300"
"2284","Urigone Drops 20ml ","WShah","0","2","300","300"
"2285","HR No101","MASOD","0","2","0","0"
"2286","Sepia Q (BM)","BM","0","2","310","280"
"2287","Gossypium Q (B)  ","BM","0","1","210","180"
"2288","Palsatilla Q","Shwabe","0","2","995","995"
"2289","Braston Corse","PBHL","0","5","700","700"
"2290","Capsi Plex 120ml SYP","PBHL","0","10","0","190"
"2291","Oleum Jec Course","PBHL","0","5","550","550"
"2292","ARQ-E-SOYA 150ml","PBHL","0","5","0","140"
"2293","Acalypha Ind Q (B) 30ml (BM)","BM","0","2","0","180"
"2294","Acid Tart Q (B) 30ml (BM)","BM","0","1","0","180"
"2295","Adonis Ver Q (D) 30ml (BM)","BM","0","2","0","280"
"2296","Aegle Folia Q (A) 30ml (BM)","BM","0","2","170","150"
"2297","Aesculus Glab Q (C) 30ml (BM)","BM","0","2","280","240"
"2298","Aesculus Hipp Q (B) 30ml (BM)","BM","0","5","280","180"
"2299","Aletris Fer Q (G) 30ml (BM)","BM","0","2","590","590"
"2300","Alfalfa Q (A) 30ml (BM)","BM","0","15","170","150"
"2301","Alsine Media Q (B) 30ml (BM)","BM","0","2","0","0"
"2302","Aloes Soco Q (B) 30ml (BM)","BM","0","1","0","180"
"2303","Anacardium Ori (B) 30ml (BM)","BM","0","1","0","180"
"2304","Apis Milli Q (G) 30ml (BM)","BM","0","1","590","590"
"2305","Aralia Race Q (E) 30ml (BM)","BM","0","1","570","340"
"2306","Arnica Mont Q (E) 30ml( BM )","BM","0","5","370","340"
"2307","Ashwagandha Q (B) 30ml (BM)","BM","0","5","210","180"
"2308","Ashwagandha Q (B) 500ml (BM)","BM","0","2","1790","1560"
"2309","Avena Sativa Q (A) 30ml (BM)","BM","0","30","170","150"
"2310","Azadirachta Ind Q (A) 30ml (BM)","BM","0","1","170","150"
"2311","Belladonna Q (C) 30ml (BM)","BM","0","1","0","240"
"2312","Bellis Per Q (C) 30ml (BM)","BM","0","1","280","240"
"2313","Berberis Aqi Q (D) 30ml (BM) ","BM","0","1","310","280"
"2314","Blatta Ori Q (E) 30ml (BM)","BM","0","5","370","340"
"2315","Borax Q (B) 30ml (BM)","BM","0","2","210","180"
"2316","Bufo Rana Q (E) 30ml (BM)","BM","0","1","370","340"
"2317","Caladium Seg Q (E) 30ml (BM)","BM","0","2","370","340"
"2318","Rutamens 20Tabs","Eagle","0","5","230","85"
"2319","Cauliphyllum Q (D) 30ml (BM)","BM","0","2","310","280"
"2320","Causticum Q (B) 30ml (BM)","BM","0","2","210","180"
"2321","Cedron Q (B) 30ml (BM)","BM","0","1","0","180"
"2322","Chamomilla Q (B) 30ml (BM)","BM","0","1","230","210"
"2323","Chelidonium Maj Q (C) 30ml (BM)","BM","0","15","280","280"
"2324","Chelone Glab Q (D) (BM)","BM","0","1","0","280"
"2325","Chenopodim Q (A) (BM)","BM","0","2","0","150"
"2326","China Off Q (C) (BM)","BM","0","1","280","240"
"2327","Chionanthus Virg Q (F) (BM)","BM","0","5","470","430"
"2328","Chionanthus Virg Q (F) 500ml (BM)","BM","0","5","0","3650"
"2329","Cicuta Virosa Q (D) (BM)","BM","0","2","0","280"
"2330","Cina Q (C) (BM)","BM","0","1","0","240"
"2331","Cocculus Ind Q (A) 500ml (BM)","BM","0","1","0","1250"
"2332","Coffea Cruda Q (B) (BM)","BM","0","2","0","180"
"2333","Colchicum Q (B) (BM)","BM","0","1","210","180"
"2334","Colocynthis Q (A) (BM)","BM","0","1","170","150"
"2335","Condurango Q (D) (BM)","BM","0","1","0","280"
"2336","Conium Q (C) (BM)","BM","0","2","280","240"
"2337","Croton Tig Q (F) (BM)","BM","0","1","0","430"
"2338","Damiana Q (C) 30ml (BM)","BM","0","15","280","240"
"2339","Dhamasa Q (A) 30ml (BM)","BM","0","2","170","170"
"2340","Dhamasa Q (A) 500ml (BM)","BM","0","1","1440","1440"
"2341","Dioscorea Vill Q (D) (BM)","BM","0","5","310","210"
"2342","Eupatorium Perf Q (D) (BM)","BM","0","2","0","280"
"2343","Eupatorium Purp Q (E) (BM)","BM","0","2","0","340"
"2344","Eupatorium Purp Q (E) 500ml (BM)","BM","0","1","0","2930"
"2345","Fabiana Imb Q (C) (BM)","BM","0","1","280","230"
"2346","Fel Tauri Q (B) 30ml (BM) ","BM","0","2","210","180"
"2347","Fucus Vers Q (C) 30ml (BM)","BM","0","5","280","240"
"2348","Fucus Vers Q (C) 500ml (BM)","BM","0","2","0","1960"
"2349","Galium Apar Q (C) (BM)","BM","0","2","0","240"
"2350","Gambogia Q (G) (BM)","BM","0","2","590","590"
"2351","Ginkgo Biloba Q (C) 30ml (BM)","BM","0","2","280","280"
"2352","Grindellia Rob Q (D) (BM)","BM","0","1","310","280"
"2353","Grindellia Rob Q (D) 500ml (BM)","BM","0","1","0","2340"
"2354","Guaiacum Off Q (G) (BM)","BM","0","1","0","540"
"2355","Gymnema Syl Q (B) (BM)","BM","0","2","0","0"
"2356","Gymnema Syl Q (B) 500ml (BM)","BM","0","2","0","1560"
"2357","Hamamelis Virg Q (D) 500ml (BM)","BM","0","2","2570","2340"
"2358","Halianthus Annus Q (A) (BM)","BM","0","1","0","150"
"2359","Helonias Dio Q (G) (BM)","BM","0","1","590","540"
"2360","HumuluS Lup Q (B) (BM)","BM","0","1","0","180"
"2361","Hyderngea Arb Q (D)  (BM)","BM","0","1","1800","280"
"2362","Hydrocotyle Q (C) (BM)","BM","0","3","280","240"
"2363","Ignatia Amara Q (G) (BM)","BM","0","1","0","540"
"2364","Ipecac Q (SPL) (BM)","BM","0","1","560","560"
"2365","Iris Vers Q (D) (BM)","BM","0","1","0","280"
"2366","Jalapa Q (D) (BM)","BM","0","1","0","280"
"2367","Juniperus Communis Q (C) (BM)","BM","0","2","280","240"
"2368","Juniperus Communis Q (C) 500ml (BM)","BM","0","2","0","1960"
"2369","Juniperus Virg Q (E) (BM)","BM","0","2","0","340"
"2370","Juniperus Virg Q (E) 500ml (BM)","BM","0","1","0","2930"
"2371","Kali Phos Q (A) (BM)","BM","0","1","0","150"
"2372","Kali Phos Q (A) 500ml (BM)","BM","0","1","0","1250"
"2373","Lathyrus Sat Q (C) 30ml (BM)","BM","0","5","0","240"
"2374","Ledum Pal Q (C) 30ml (BM)","BM","0","5","280","280"
"2375","Lemna Minor Q (B) 30ml (BM)","BM","0","5","0","180"
"2376","Lobelia Inf Q (D) (BM)","BM","0","2","0","280"
"2377","Lycopodium Q (D) (BM)","BM","0","4","310","310"
"2378","Mentha Pip Q (C) (BM)","BM","0","1","0","240"
"2379","Myrica Car (E) 30ml (BM)","BM","0","3","370","340"
"2380","Myristica Seb Q (B) 30ml (BM)","BM","0","4","210","180"
"2381","Nupher Lut Q (C) (BM)","BM","0","4","280","240"
"2382","Nux Vomica Q (B) (BM)","BM","0","5","210","210"
"2383","Nux Vomica Q (B) 500ml (BM)","BM","0","2","1790","1560"
"2384","Ocimum Can (B) (BM)","BM","0","2","230","230"
"2385","Oenanthe Croc Q (B) (BM)","BM","0","2","0","180"
"2386","Oleum Jec Q (B) (BM)","BM","0","4","0","180"
"2387","Onosmodium Virg Q (E) (BM)","BM","0","1","0","340"
"2388","Origanum Maj Q (C) (BM)","BM","0","2","280","240"
"2389","Ornithogalum Q (SPL) ","BM","0","2","560","560"
"2390","Ornithogalum Q (SPL) 500ml (BM)","BM","0","1","0","4890"
"2391","Paeonia Off Q (D) (BM)","BM","0","2","0","280"
"2392","Pareira Brava Q (D) 30ml (BM)","BM","0","5","310","280"
"2393","Passiflora Inc Q (C) 500ml (BM)","BM","0","1","2250","2250"
"2394","Petroleum Q (A) (BM)","BM","0","2","0","150"
"2395","Phosphorus Q (D) (BM)","BM","0","2","0","280"
"2396","Physostigma Q (D) (BM)","BM","0","1","0","280"
"2397","Phytolacca Berry Q (D) 30ml (BM)","BM","0","5","310","280"
"2398","Pinus Lamb Q (C) 30ml (BM)","BM","0","5","0","240"
"2399","Pinus Lamb Q (C) 500ml (BM)","BM","0","2","0","1960"
"2400","Podophllum Q (D) (BM) ","BM","0","2","310","280"
"2401","Raphanus Sat Q (B) (BM)","BM","0","4","210","180"
"2402","Ratanhia Q (C) (BM)","BM","0","5","280","240"
"2403","Mek Canthris Cream","MEK","0","5","220","230"
"2404","Rhus Glab Q (C) (BM)","BM","0","2","0","240"
"2405","Ricinus Com (B) 30ml (BM)","BM","0","5","210","180"
"2406","Robinia Pseudo Q (D) (BM)","BM","0","4","310","280"
"2407","Rubia Tinctorum Q (D) (BM)","BM","0","5","0","280"
"2408","Rumax Crisp Q (C) (BM)","BM","0","3","0","240"
"2409","Sabal Serr Q (D) 30ml (BM)","BM","0","10","310","280"
"2410","Salix Nigra Q (D) (BM)","BM","0","5","0","280"
"2411","Sambucus Nigra Q (C) (BM)","BM","0","5","280","240"
"2412","Sanguinaria Can Q (G) (BM)","BM","0","5","590","540"
"2413","Sarsaparilla Q (C) 30ml (BM)","BM","0","10","280","240"
"2414","Scrophularia Nod Q (D) (BM)","BM","0","3","310","280"
"2415","Scutellaria Lat Q (E) (BM)","BM","0","2","0","340"
"2416","Sedum Acre Q (E) (BM)","BM","0","2","0","340"
"2417","Senega Off Q (G) (BM)","BM","0","1","0","540"
"2418","Sinapis Nigra Q (A) (BM)","BM","0","5","0","150"
"2419","Spongia Tosta Q (G) (BM)","BM","0","4","0","540"
"2420","Staphysageria Q (G) (BM) ","BM","0","5","590","590"
"2421","Stigmata May Q (A) (BM)","BM","0","3","170","150"
"2422","Sulfer Q (A) (BM)","BM","0","2","170","150"
"2423","Symphoricarpus Race Q (C) (","BM","0","2","0","180"
"2424","Symphytum Off Q (C) (BM)","BM","0","2","280","240"
"2425","Syzygium Jambol Q (A) 30ml (BM)","BM","0","20","170","150"
"2426","Teucrium M.V Q (D) (BM)","BM","0","2","0","280"
"2427","Thea Chin Q (B) (BM)","BM","0","2","0","180"
"2428","Thlaspi Bursa Q (C) (BM)","BM","0","5","280","240"
"2429","Thlaspi Bursa Q (C) 500ml (BM)","BM","0","2","2250","1960"
"2430","Thuja Occ Q (C) 30ml (BM)","BM","0","10","280","280"
"2431","Thymolum Q (B) (BM)","BM","0","2","0","180"
"2432","Urtica Urens Q (C) 30ml (BM)","BM","0","10","280","280"
"2433","Viburnum Opp Q (C) 30ml (BM)","BM","0","10","280","240"
"2434","Xanthoxylum Frax Q (E) (BM)","BM","0","2","0","340"
"2435","Yerba Santa Q (D) (BM)","BM","0","5","310","280"
"2436","Yohimbinum Q (C) (BM)","BM","0","5","160","240"
"2437","Zingiber Q (B) 30ml (BM)","BM","0","5","210","180"
"2438","Leuco Mek 30 Tab","MEK","0","10","280","280"
"2439","Canthris Q (E) 500ml (BM)","BM","0","1","3220","2930"
"2440","China Off Q (C) 500ml (BM)","BM","0","1","2250","1960"
"2441","Moringa Oleifera Q (C) 500ml (BM)","BM","0","2","0","1960"
"2442","Bre","PBHL","0","1","0","0"
"2443","Ipecacuanha 30 (30ml)","MASOD","0","5","280","0"
"2444","Hydrocotyle Q (REK)","RECK","0","5","1250","995"
"2445","Cough Ton SYP 120ml","T.S","0","20","180","180"
"2446","TiTanium Met 30 (MOSED)","MASOD","0","1","280","0"
"2447","Neem Soap ","PBHL","0","5","200","200"
"2448","Calendula Off Q (C) 500ml (BM)","BM","0","15","2250","2250"
"2449","Cimicifuga Recemosa 30(MSOD)","MASOD","0","5","230","0"
"2450","Ruta 30 (BM)","BM","0","5","230","230"
"2451","Lycopodium 30 (MEK)","MEK","0","5","180","205"
"2452","Whitening Soap","Herit","Soap","6","150","0"
"2453","HFP MIX Numbers","HFP","0","1000","230","0"
"2454","Taskeen-E-Dard ","Al S","0","20","45","0"
"2455","Super Jari Cap","SK","Cap","10","280","280"
"2456","Fresh Blood 250ml SYP","SK","0","10","0","275"
"2457","Essentia Aurea 20ml Gold Drops","Shwabe","0","5","1050","1050"
"2458","49 For the Treatment of Eczema And Psoriasis","T.S","0","15","160","0"
"2459","Angipax Tab","Lehning","0","5","1260","0"
"2460","HR No 39 ","MASOD","0","5","210","210"
"2461","Brain tonic 30ml ","MASOD","0","1","210","0"
"2462","Gelsemium 30","MASOD","0","1","280","0"
"2463","Cuff Tux 100 TAb","Farhan","0","5","0","550"
"2464","CarboZyme 100 Tab","Farhan","0","5","550","550"
"2465","General Tonic 240ml","Farhan","0","5","0","90"
"2466","GinkgoPath Tonic 240ml","Farhan","0","5","0","90"
"2467","Cuff Tux 20 TAb","Farhan","0","6","0","150"
"2468","CarboZyme 20 Tab","Farhan","0","6","150","150"
"2469","AmbramoS Drops 30ml Drops","Farhan","0","5","0","330"
"2470","Vita-Seng 20Tab","Farhan","0","6","330","330"
"2471","Asthomin 120mlSYP","Farhan","0","6","0","170"
"2472","Cepa Bex 120ml SYP","Farhan","0","6","0","170"
"2473","Vominol 120ml SYP","Farhan","0","6","0","170"
"2474","BellageN 120ml (S.F) SYP","Farhan","0","6","0","180"
"2475","LooZen 120ml SYP","Farhan","0","6","0","180"
"2476","LooZen 100 Tab","Farhan","0","5","550","550"
"2477","Pepto Bex Elaichi Flavour 120ml SYP","Farhan","0","6","0","180"
"2478","Pepto Bex Strawberry Flavour 120ml SYP","Farhan","0","6","0","180"
"2479","1, ( TEUCRIUM DROPS )","Farhan","0","5","100","150"
"2480","10, (CHAMAPILLA DROPS)","Farhan","0","5","0","150"
"2481","11, (PHYTOLACCA BERRY)","Farhan","0","5","0","150"
"2482","12, (BARYTA CARB DROPS)","Farhan","0","5","0","150"
"2483","13, (SYZYGIUM DROPS)","Farhan","0","5","0","150"
"2484","14, (GOSSYPIUM DROPS)","Farhan","0","5","0","150"
"2485","15, (ECHINACEA DROPS)","Farhan","0","5","0","150"
"2486","16, (DAMIANA DROPS)","Farhan","0","5","0","150"
"2487","17, (SELENIUM DROPS)","Farhan","0","5","0","150"
"2488","18, (GINSENG DROPS)","Farhan","0","5","0","150"
"2489","19, (CAUSTICUM DROPS)","Farhan","0","5","0","150"
"2490","20, (CHELIDONIUM DROPS)","Farhan","0","5","0","150"
"2491","21, (MERC-SOL DROPS)","Farhan","0","5","0","150"
"2492","22, (BERBARIS VULG DROPS)","Farhan","0","5","0","150"
"2493","23, (CLEMATIS DROPS)","Farhan","0","5","0","150"
"2494","24, (USENA BARBITA DROPS)","Farhan","0","5","0","150"
"2495","25, (VERATUM ALBUM)","Farhan","0","5","0","150"
"2496","3, (GlONINUM DROPS ) ","Farhan","0","5","0","150"
"2497","4, (ADONIS VERS DROPS)","Farhan","0","5","0","150"
"2498","5, (BLATTA ORI DROPS)","Farhan","0","5","0","150"
"2499","7, (RATHANIA DROPS)","Farhan","0","5","150","150"
"2500","8, (PASSIFLORA DROPS)","Farhan","0","5","0","150"
"2501","9, (GINKO BILOBA DROPS)","Farhan","0","5","150","150"
"2502","BellagasiC 20TAb","Farhan","0","5","0","150"
"2503","Rauwolfia Q (C) (MOSD)","MASOD","0","5","340","0"
"2504","Kalmia 60Tab ","MASOD","0","5","340","280"
"2505","Canthris 200 (MASOD)","MASOD","0","5","230","0"
"2506","256 ","BM","0","5","190","114"
"2507","Baby Tonic 120ml","Kent","0","12","210","180"
"2508","Sehat Mande Cap","Al S","0","12","170","80"
"2509","Joint Power Tab","Al S","0","20","180","180"
"2510","Chelidonium 30 (Shwabe)","Shwabe","0","5","820","620"
"2511","Berberis Vulg 30 (Shwabe)","Shwabe","0","5","740","620"
"2512","Phosphorus 30 (Shwabe)","Shwabe","0","5","750","750"
"2513","Bio # 7 (Shwabe)","Shwabe","0","5","635","635"
"2514","Hypricum 200 (Shwabe)","Shwabe","0","5","680","680"
"2515","Symphytum 200 (Shwabe)","Shwabe","0","5","680","680"
"2516","Tazgi Cap","Al S","0","5","245","0"
"2517","R 1 Inflamation Drops","RECK","0","10","1170","1170"
"2518","Ammonium Carb 30 30ml (MSOD)","MASOD","0","5","280","0"
"2519","Lycopodium 30 30ml (MSOD)","MASOD","0","5","280","230"
"2520","Khonsafi 120ml SYP","Kent","0","10","215","180"
"2521","Super ka Bill","PBHL","0","5","0","30119"
"2522","Mag Phos 1M (Shwabe)","Shwabe","0","5","950","950"
"2523","Rhus Tox 1M (Shwabe)","Shwabe","0","5","950","750"
"2524","Colchicum 200 (Shwabe)","Shwabe","0","5","680","620"
"2525","Damiana Tolidi 30ml Drops","T.S","0","10","450","400"
"2526","Kill Stone 30ml Drops","T.S","0","20","350","300"
"2527","Dil San 30ml Drops","T.S","0","10","0","250"
"2528","ColireX Baby Colic 60ml SYP","T.S","0","15","100","100"
"2529","LivocoN 20Tab","T.S","0","10","0","220"
"2530","Pyloron 20Tab","BL","0","10","220","220"
"2531","Ginko Biloba 240ml SYP","BL","0","10","250","250"
"2532","GINSENG 240ml SYP","BL","0","10","300","300"
"2533","FemileX 240ml SYP","BL","0","10","300","300"
"2534","52 For Skin Problume","BL","0","10","150","150"
"2535","Willow Salicin 30 Tabs","NP","0","20","200","200"
"2536","Chaledonium 30 (MASOD)","MASOD","0","5","230","0"
"2537","Fel Turi 30 (MASOD)","MASOD","0","5","280","0"
"2538","ZeeshaN 120ml SYP ","M.A","0","50","120","120"
"2539","Kurchi Q (B) (MASOD) ","MASOD","0","1","210","0"
"2540","Alfalfa Tonic 120ml kent","Kent","0","5","210","180"
"2541","Rhuma Gn Cap","AK","0","10","60","0"
"2542","Sharbat-E-Faulad 120ml SYP BHP","BHP","0","5","200","0"
"2543","LoZoGen 20 Tab ","BHP","TAb","5","120","0"
"2544","Graphites 1M (W/Shah)","WShah","0","2","220","0"
"2545","Alumena 200 (Shwabe)","Shwabe","0","5","680","680"
"2546","Bryonia Alba 200 (Shwabe)","Shwabe","0","5","820","820"
"2547","Opium 200 (Shwabe)","Shwabe","0","5","680","680"
"2548","Beauty Cream","Herit","0","10","350","350"
"2549","Pain Puff Cap","HP","0","5","210","0"
"2550","Rehmani Phakki ","AK","0","5","120","0"
"2551","Barth Of -Y","HP","0","5","450","0"
"2552","Fexolin ","HP","0","5","120","0"
"2553","Urtica Q (MASOD)","MASOD","0","5","340","280"
"2554","Tosifort  Tab 250gm","Kent","0","5","1100","1100"
"2555","Cardus Mar Q (C) (BM)","BM","0","5","280","280"
"2556","Rare Curb Cap","Clinic","0","5","1575","0"
"2557","Allum Staiva Q (MASOD)","MASOD","0","5","210","170"
"2558","R 41 Forte","RECK","0","2","1600","1600"
"2559","Kali Bich 30 (MASOD)","MASOD","0","5","280","230"
"2560","Zindagi Tooth","HP","0","5","50","0"
"2561","Casticum 200 (MASOD)","MASOD","0","5","230","0"
"2562","Apis mellifica 30 30ml","MASOD","0","5","280","0"
"2563","Contole Powder ","Con","0","5","170","170"
"2564","Alfalfa 250gm Tablets","Kent","0","5","1100","1100"
"2565","Calcium Liquid 120ml SYP","Kent","0","10","210","180"
"2566","Calcium Tablet Orange Flavour 250gm","Kent","0","5","0","1100"
"2567","Deodenol 50 Tab","Kent","0","5","175","175"
"2568","Deodenol 250gm Tab","Kent","0","5","1100","1100"
"2569","Fever Compound 50 Tab","Kent","0","5","180","180"
"2570","Gastric 120ml SYP","Kent","0","10","200","123"
"2571","Gastric 250gm Tab ","Kent","0","2","675","1100"
"2572","Hepa Kent 120ml Syp","Kent","0","5","295","295"
"2573","Hilex 250gm Tablet","Kent","0","2","1100","1500"
"2574","Pain Relife 30 Tab","Kent","0","6","200","200"
"2575","Sinus Relife Formula 30 Tab","Kent","0","6","240","200"
"2576","Super Wight Gainer Vanilla 300GM","Kent","0","10","710","590"
"2577","Tosifort 40 Tab","Kent","0","10","160","155"
"2578","Veratum Compound Tab 250gm","Kent","0","5","1150","1100"
"2579","Kent 30 Cream","Kent","0","5","230","230"
"2580","Alfalfa Tonic 60ml kent","Kent","0","5","160","140"
"2581","Agnus Cast 30 (MSOD) ","MASOD","0","5","280","0"
"2582","Echenatia Q","Shwabe","0","5","1250","995"
"2583","R 23 ","RECK","0","5","980","980"
"2584","HR No 5 Infulnza","MASOD","0","5","210","210"
"2585","55 Daphnr Indca ","BM","Drops","5","0","0"
"2586","Ruta 30 (Mek)","MEK","0","5","205","205"
"2587","Canthris Q (ST)","SK","0","5","995","0"
"2588","Ulcefor Tab","PBHL","0","5","250","250"
"2589","D-- Fit Ampules","PBHL","0","5","850","850"
